Unique_ID,Plot,Plot2,Major_taxa,Order,Species,Mass_g,Density_Nm2,Region,Trophic,Group,Genus,Reference,Notes
127,1,1,Mammal,Artiodactyla,Antidorcas marsupialis,31900,1.0678E-07,"Kalahari National Park, South Africa; 1979",Herbivore,Eutherian,Antidorcas,Mills 1990 p. 279; digitised from plot,
128,1,1,Mammal,Artiodactyla,Antidorcas marsupialis,31900,4.6493E-07,"Etosha National Park, Namibia; 1998",Herbivore,Eutherian,Antidorcas,Springbok; Ministry Environment & Tourism Namibia http://www.met.gov.na/programmes/nnep/category.htm#Wildlife,
129,1,1,Mammal,Artiodactyla,Antilocapra americana,46500,0.00000093,Unknown,Herbivore,Eutherian,Antilocapra,"Bayless 1969; Bruns 1977; Buechner 1961; Hailey 1966; Pate 1969; French, N. R., communication in lit.  ; in Damuth 1987 (Ref: 40, 82, 85, 271, 511, 730)",
130,1,1,Mammal,Artiodactyla,Antilope cervicapra,29800,0.0000048,Unknown,Herbivore,Eutherian,Antilope,Eisenberg 1976; in Damuth 1987 (Ref: 184),
131,1,1,Mammal,Artiodactyla,Antilope cervicapra,32000,1.40056E-09,"Bori-Satpura Tiger Reserve, India; 1992",Herbivore,Eutherian,Antilope,Hatton et al. 2015; from Project Tiger Directorate,
132,1,1,Mammal,Artiodactyla,Antilope cervicapra,32000,2.10084E-09,"Bori-Satpura Tiger Reserve, India; 1994",Herbivore,Eutherian,Antilope,Hatton et al. 2015; from Project Tiger Directorate,
133,1,1,Mammal,Artiodactyla,Antilope cervicapra,32000,2.12766E-09,"Kanha National Park, India; 1997",Herbivore,Eutherian,Antilope,Hatton et al. 2015; from Project Tiger Directorate,
134,1,1,Mammal,Artiodactyla,Antilope cervicapra,32000,2.12766E-09,"Kanha National Park, India; 1998",Herbivore,Eutherian,Antilope,Hatton et al. 2015; from Project Tiger Directorate,
135,1,1,Mammal,Artiodactyla,Antilope cervicapra,32000,3.19149E-09,"Kanha National Park, India; 1996",Herbivore,Eutherian,Antilope,Hatton et al. 2015; from Project Tiger Directorate,
136,1,1,Mammal,Artiodactyla,Antilope cervicapra,32000,5.60224E-09,"Bori-Satpura Tiger Reserve, India; 1982",Herbivore,Eutherian,Antilope,Hatton et al. 2015; from Project Tiger Directorate,
137,1,1,Mammal,Artiodactyla,Antilope cervicapra,32000,9.57447E-09,"Kanha National Park, India; 1995",Herbivore,Eutherian,Antilope,Hatton et al. 2015; from Project Tiger Directorate,
138,1,1,Mammal,Artiodactyla,Antilope cervicapra,32000,1.38298E-08,"Kanha National Park, India; 1994",Herbivore,Eutherian,Antilope,Hatton et al. 2015; from Project Tiger Directorate,
139,1,1,Mammal,Artiodactyla,Antilope cervicapra,32000,1.54062E-08,"Bori-Satpura Tiger Reserve, India; 1984",Herbivore,Eutherian,Antilope,Hatton et al. 2015; from Project Tiger Directorate,
140,1,1,Mammal,Artiodactyla,Antilope cervicapra,32000,1.96078E-08,"Bori-Satpura Tiger Reserve, India; 1998",Herbivore,Eutherian,Antilope,Hatton et al. 2015; from Project Tiger Directorate,
141,1,1,Mammal,Artiodactyla,Antilope cervicapra,32000,2.45098E-08,"Bori-Satpura Tiger Reserve, India; 1986",Herbivore,Eutherian,Antilope,Hatton et al. 2015; from Project Tiger Directorate,
142,1,1,Mammal,Artiodactyla,Antilope cervicapra,32000,3.34076E-08,"Bandhavgarh National Park, India; 1989",Herbivore,Eutherian,Antilope,Hatton et al. 2015; from Project Tiger Directorate,
143,1,1,Mammal,Artiodactyla,Antilope cervicapra,32000,3.78619E-08,"Bandhavgarh National Park, India; 1990",Herbivore,Eutherian,Antilope,Hatton et al. 2015; from Project Tiger Directorate,
144,1,1,Mammal,Artiodactyla,Antilope cervicapra,32000,3.78619E-08,"Bandhavgarh National Park, India; 1991",Herbivore,Eutherian,Antilope,Hatton et al. 2015; from Project Tiger Directorate,
145,1,1,Mammal,Artiodactyla,Antilope cervicapra,32000,3.78619E-08,"Bandhavgarh National Park, India; 1992",Herbivore,Eutherian,Antilope,Hatton et al. 2015; from Project Tiger Directorate,
146,1,1,Mammal,Artiodactyla,Antilope cervicapra,32000,3.78619E-08,"Bandhavgarh National Park, India; 1993",Herbivore,Eutherian,Antilope,Hatton et al. 2015; from Project Tiger Directorate,
147,1,1,Mammal,Artiodactyla,Antilope cervicapra,32000,3.78619E-08,"Bandhavgarh National Park, India; 1994",Herbivore,Eutherian,Antilope,Hatton et al. 2015; from Project Tiger Directorate,
148,1,1,Mammal,Artiodactyla,Antilope cervicapra,32000,3.78619E-08,"Bandhavgarh National Park, India; 1995",Herbivore,Eutherian,Antilope,Hatton et al. 2015; from Project Tiger Directorate,
149,1,1,Mammal,Artiodactyla,Antilope cervicapra,32000,4.34174E-08,"Bori-Satpura Tiger Reserve, India; 2002",Herbivore,Eutherian,Antilope,Hatton et al. 2015; from Project Tiger Directorate,
150,1,1,Mammal,Artiodactyla,Antilope cervicapra,32000,1.56163E-07,"Bori-Satpura Tiger Reserve, India; 1988",Herbivore,Eutherian,Antilope,Hatton et al. 2015; from Project Tiger Directorate,
151,1,1,Mammal,Artiodactyla,Antilope cervicapra,32000,2.83613E-07,"Bori-Satpura Tiger Reserve, India; 1990",Herbivore,Eutherian,Antilope,Hatton et al. 2015; from Project Tiger Directorate,
152,1,1,Mammal,Artiodactyla,Axis axis,48100,0.000013,Unknown,Herbivore,Eutherian,Axis,"Eisenberg 1976; Hendrichs 1975; Montfort 1973; in Damuth 1987 (Ref: 184, 294, 465)",
153,1,1,Mammal,Artiodactyla,Axis axis,53000,1.02564E-07,"Melghat Tiger Reserve, India; 1997",Herbivore,Eutherian,Axis,Hatton et al. 2015; from Project Tiger Directorate,
154,1,1,Mammal,Artiodactyla,Axis axis,53000,1.43113E-07,"Melghat Tiger Reserve, India; 1995",Herbivore,Eutherian,Axis,Hatton et al. 2015; from Project Tiger Directorate,
155,1,1,Mammal,Artiodactyla,Axis axis,53000,1.5802E-07,"Melghat Tiger Reserve, India; 1993",Herbivore,Eutherian,Axis,Hatton et al. 2015; from Project Tiger Directorate,
156,1,1,Mammal,Artiodactyla,Axis axis,53000,2.39714E-07,"Melghat Tiger Reserve, India; 1996",Herbivore,Eutherian,Axis,Hatton et al. 2015; from Project Tiger Directorate,
157,1,1,Mammal,Artiodactyla,Axis axis,53000,3.71849E-07,"Bori-Satpura Tiger Reserve, India; 1984",Herbivore,Eutherian,Axis,Hatton et al. 2015; from Project Tiger Directorate,
158,1,1,Mammal,Artiodactyla,Axis axis,53000,4.29972E-07,"Bori-Satpura Tiger Reserve, India; 1986",Herbivore,Eutherian,Axis,Hatton et al. 2015; from Project Tiger Directorate,
159,1,1,Mammal,Artiodactyla,Axis axis,53000,5.30112E-07,"Bori-Satpura Tiger Reserve, India; 1982",Herbivore,Eutherian,Axis,Hatton et al. 2015; from Project Tiger Directorate,
160,1,1,Mammal,Artiodactyla,Axis axis,53000,5.30812E-07,"Bori-Satpura Tiger Reserve, India; 1992",Herbivore,Eutherian,Axis,Hatton et al. 2015; from Project Tiger Directorate,
161,1,1,Mammal,Artiodactyla,Axis axis,53000,6.5056E-07,"Bori-Satpura Tiger Reserve, India; 1994",Herbivore,Eutherian,Axis,Hatton et al. 2015; from Project Tiger Directorate,
162,1,1,Mammal,Artiodactyla,Axis axis,53000,6.91877E-07,"Bori-Satpura Tiger Reserve, India; 1988",Herbivore,Eutherian,Axis,Hatton et al. 2015; from Project Tiger Directorate,
163,1,1,Mammal,Artiodactyla,Axis axis,53000,7.19188E-07,"Bori-Satpura Tiger Reserve, India; 1990",Herbivore,Eutherian,Axis,Hatton et al. 2015; from Project Tiger Directorate,
164,1,1,Mammal,Artiodactyla,Axis axis,53000,7.56458E-07,"Panna National Park, India; 1995",Herbivore,Eutherian,Axis,Hatton et al. 2015; from Project Tiger Directorate,
165,1,1,Mammal,Artiodactyla,Axis axis,53000,7.94118E-07,"Bori-Satpura Tiger Reserve, India; 1996",Herbivore,Eutherian,Axis,Hatton et al. 2015; from Project Tiger Directorate,
166,1,1,Mammal,Artiodactyla,Axis axis,53000,8.61624E-07,"Panna National Park, India; 1993",Herbivore,Eutherian,Axis,Hatton et al. 2015; from Project Tiger Directorate,
167,1,1,Mammal,Artiodactyla,Axis axis,53000,0.0000009,"Phen Wildlife Sanctuary, India; 1994",Herbivore,Eutherian,Axis,Hatton et al. 2015; from Project Tiger Directorate,
168,1,1,Mammal,Artiodactyla,Axis axis,53000,9.631E-07,"Panna National Park, India; 1996",Herbivore,Eutherian,Axis,Hatton et al. 2015; from Project Tiger Directorate,
169,1,1,Mammal,Artiodactyla,Axis axis,53000,9.72727E-07,"Phen Wildlife Sanctuary, India; 1995",Herbivore,Eutherian,Axis,Hatton et al. 2015; from Project Tiger Directorate,
170,1,1,Mammal,Artiodactyla,Axis axis,53000,9.92297E-07,"Bori-Satpura Tiger Reserve, India; 1998",Herbivore,Eutherian,Axis,Hatton et al. 2015; from Project Tiger Directorate,
171,1,1,Mammal,Artiodactyla,Axis axis,53000,1.01681E-06,"Bori-Satpura Tiger Reserve, India; 2002",Herbivore,Eutherian,Axis,Hatton et al. 2015; from Project Tiger Directorate,
172,1,1,Mammal,Artiodactyla,Axis axis,53000,1.06364E-06,"Phen Wildlife Sanctuary, India; 1996",Herbivore,Eutherian,Axis,Hatton et al. 2015; from Project Tiger Directorate,
173,1,1,Mammal,Artiodactyla,Axis axis,53000,1.23432E-06,"Panna National Park, India; 1998",Herbivore,Eutherian,Axis,Hatton et al. 2015; from Project Tiger Directorate,
174,1,1,Mammal,Artiodactyla,Axis axis,53000,1.30081E-06,"Buxa Tiger Reserve, India; 1995",Herbivore,Eutherian,Axis,Hatton et al. 2015; from Project Tiger Directorate,
175,1,1,Mammal,Artiodactyla,Axis axis,53000,1.40135E-06,"Nagarahole National Park, India; 1989",Herbivore,Eutherian,Axis,Hatton et al. 2015; from Project Tiger Directorate,
176,1,1,Mammal,Artiodactyla,Axis axis,53000,1.55351E-06,"Panna National Park, India; 1997",Herbivore,Eutherian,Axis,Hatton et al. 2015; from Project Tiger Directorate,
177,1,1,Mammal,Artiodactyla,Axis axis,53000,1.58537E-06,"Bhadra Wildlife Sanctuary, India; 1997",Herbivore,Eutherian,Axis,Hatton et al. 2015; from Project Tiger Directorate,
178,1,1,Mammal,Artiodactyla,Axis axis,53000,1.60909E-06,"Phen Wildlife Sanctuary, India; 1997",Herbivore,Eutherian,Axis,Hatton et al. 2015; from Project Tiger Directorate,
179,1,1,Mammal,Artiodactyla,Axis axis,53000,0.0000017,"Phen Wildlife Sanctuary, India; 1998",Herbivore,Eutherian,Axis,Hatton et al. 2015; from Project Tiger Directorate,
180,1,1,Mammal,Artiodactyla,Axis axis,53000,1.94327E-06,"Pench Tiger Reserve (MP), India; 1990",Herbivore,Eutherian,Axis,Hatton et al. 2015; from Project Tiger Directorate,
181,1,1,Mammal,Artiodactyla,Axis axis,53000,2.07393E-06,"Pench Tiger Reserve (MR), India; 1993",Herbivore,Eutherian,Axis,Hatton et al. 2015; from Project Tiger Directorate,
182,1,1,Mammal,Artiodactyla,Axis axis,53000,2.19665E-06,"Kalakad Mundanthurai Tiger Reserve, India; 1997",Herbivore,Eutherian,Axis,Hatton et al. 2015; from Project Tiger Directorate,
183,1,1,Mammal,Artiodactyla,Axis axis,53000,2.88684E-06,"Sariska Tiger Reserve, India; 1992",Herbivore,Eutherian,Axis,Hatton et al. 2015; from Project Tiger Directorate,
184,1,1,Mammal,Artiodactyla,Axis axis,53000,2.88684E-06,"Sariska Tiger Reserve, India; 1993",Herbivore,Eutherian,Axis,Hatton et al. 2015; from Project Tiger Directorate,
185,1,1,Mammal,Artiodactyla,Axis axis,53000,2.90272E-06,"Pench Tiger Reserve (MR), India; 1994",Herbivore,Eutherian,Axis,Hatton et al. 2015; from Project Tiger Directorate,
186,1,1,Mammal,Artiodactyla,Axis axis,53000,3.34758E-06,"Sariska Tiger Reserve, India; 1991",Herbivore,Eutherian,Axis,Hatton et al. 2015; from Project Tiger Directorate,
187,1,1,Mammal,Artiodactyla,Axis axis,53000,3.34873E-06,"Sariska Tiger Reserve, India; 1995",Herbivore,Eutherian,Axis,Hatton et al. 2015; from Project Tiger Directorate,
188,1,1,Mammal,Artiodactyla,Axis axis,53000,3.34873E-06,"Sariska Tiger Reserve, India; 1997",Herbivore,Eutherian,Axis,Hatton et al. 2015; from Project Tiger Directorate,
189,1,1,Mammal,Artiodactyla,Axis axis,53000,3.46966E-06,"Pench Tiger Reserve (MP), India; 1991",Herbivore,Eutherian,Axis,Hatton et al. 2015; from Project Tiger Directorate,
190,1,1,Mammal,Artiodactyla,Axis axis,53000,3.5503E-06,"Similipal Tiger Reserve, India; 1997",Herbivore,Eutherian,Axis,Hatton et al. 2015; from Project Tiger Directorate,
191,1,1,Mammal,Artiodactyla,Axis axis,53000,3.74494E-06,"Bandipur National Park, India; 1991",Herbivore,Eutherian,Axis,Hatton et al. 2015; from Project Tiger Directorate,
192,1,1,Mammal,Artiodactyla,Axis axis,53000,4.0624E-06,"Tadoba-andhari Tiger Reserve, India; 1994",Herbivore,Eutherian,Axis,Hatton et al. 2015; from Project Tiger Directorate,
193,1,1,Mammal,Artiodactyla,Axis axis,53000,4.55409E-06,"Pench Tiger Reserve (MP), India; 1992",Herbivore,Eutherian,Axis,Hatton et al. 2015; from Project Tiger Directorate,
194,1,1,Mammal,Artiodactyla,Axis axis,53000,4.6336E-06,"Tadoba-andhari Tiger Reserve, India; 1997",Herbivore,Eutherian,Axis,Hatton et al. 2015; from Project Tiger Directorate,
195,1,1,Mammal,Artiodactyla,Axis axis,53000,4.6544E-06,"Tadoba-andhari Tiger Reserve, India; 1995",Herbivore,Eutherian,Axis,Hatton et al. 2015; from Project Tiger Directorate,
196,1,1,Mammal,Artiodactyla,Axis axis,53000,4.83658E-06,"Pench Tiger Reserve (MR), India; 1996",Herbivore,Eutherian,Axis,Hatton et al. 2015; from Project Tiger Directorate,
197,1,1,Mammal,Artiodactyla,Axis axis,53000,4.9572E-06,"Pench Tiger Reserve (MR), India; 1998",Herbivore,Eutherian,Axis,Hatton et al. 2015; from Project Tiger Directorate,
198,1,1,Mammal,Artiodactyla,Axis axis,53000,5.15567E-06,"Pench Tiger Reserve (MP), India; 1993",Herbivore,Eutherian,Axis,Hatton et al. 2015; from Project Tiger Directorate,
199,1,1,Mammal,Artiodactyla,Axis axis,53000,5.1696E-06,"Tadoba-andhari Tiger Reserve, India; 1996",Herbivore,Eutherian,Axis,Hatton et al. 2015; from Project Tiger Directorate,
200,1,1,Mammal,Artiodactyla,Axis axis,53000,6.58202E-06,"Bandipur National Park, India; 1993",Herbivore,Eutherian,Axis,Hatton et al. 2015; from Project Tiger Directorate,
201,1,1,Mammal,Artiodactyla,Axis axis,53000,6.58202E-06,"Bandipur National Park, India; 1995",Herbivore,Eutherian,Axis,Hatton et al. 2015; from Project Tiger Directorate,
202,1,1,Mammal,Artiodactyla,Axis axis,53000,6.62646E-06,"Pench Tiger Reserve (MR), India; 1997",Herbivore,Eutherian,Axis,Hatton et al. 2015; from Project Tiger Directorate,
203,1,1,Mammal,Artiodactyla,Axis axis,53000,7.31794E-06,"Pench Tiger Reserve (MP), India; 1995",Herbivore,Eutherian,Axis,Hatton et al. 2015; from Project Tiger Directorate,
204,1,1,Mammal,Artiodactyla,Axis axis,53000,8.31135E-06,"Pench Tiger Reserve (MP), India; 1996",Herbivore,Eutherian,Axis,Hatton et al. 2015; from Project Tiger Directorate,
205,1,1,Mammal,Artiodactyla,Axis axis,53000,8.7942E-06,"Pench Tiger Reserve (MP), India; 1994",Herbivore,Eutherian,Axis,Hatton et al. 2015; from Project Tiger Directorate,
206,1,1,Mammal,Artiodactyla,Axis axis,53000,8.97098E-06,"Pench Tiger Reserve (MP), India; 1997",Herbivore,Eutherian,Axis,Hatton et al. 2015; from Project Tiger Directorate,
207,1,1,Mammal,Artiodactyla,Axis axis,53000,9.21798E-06,"Bandipur National Park, India; 1997",Herbivore,Eutherian,Axis,Hatton et al. 2015; from Project Tiger Directorate,
208,1,1,Mammal,Artiodactyla,Axis axis,53000,9.75318E-06,"Ranthambhore National Park, India; 1990",Herbivore,Eutherian,Axis,Hatton et al. 2015; from Project Tiger Directorate,
209,1,1,Mammal,Artiodactyla,Axis axis,53000,9.87532E-06,"Ranthambhore National Park, India; 1991",Herbivore,Eutherian,Axis,Hatton et al. 2015; from Project Tiger Directorate,
210,1,1,Mammal,Artiodactyla,Axis axis,53000,1.03447E-05,"Kanha National Park, India; 1996",Herbivore,Eutherian,Axis,Hatton et al. 2015; from Project Tiger Directorate,
211,1,1,Mammal,Artiodactyla,Axis axis,53000,1.14402E-05,"Ranthambhore National Park, India; 1997",Herbivore,Eutherian,Axis,Hatton et al. 2015; from Project Tiger Directorate,
212,1,1,Mammal,Artiodactyla,Axis axis,53000,1.16641E-05,"Nagarahole National Park, India; 2002",Herbivore,Eutherian,Axis,Hatton et al. 2015; from Project Tiger Directorate,
213,1,1,Mammal,Artiodactyla,Axis axis,53000,1.23384E-05,"Ranthambhore National Park, India; 1995",Herbivore,Eutherian,Axis,Hatton et al. 2015; from Project Tiger Directorate,
214,1,1,Mammal,Artiodactyla,Axis axis,53000,1.2631E-05,"Ranthambhore National Park, India; 1993",Herbivore,Eutherian,Axis,Hatton et al. 2015; from Project Tiger Directorate,
215,1,1,Mammal,Artiodactyla,Axis axis,53000,1.28343E-05,"Palamau Tiger Reserve, India; 1996",Herbivore,Eutherian,Axis,Hatton et al. 2015; from Project Tiger Directorate,
216,1,1,Mammal,Artiodactyla,Axis axis,53000,1.31403E-05,"Bandhavgarh National Park, India; 1992",Herbivore,Eutherian,Axis,Hatton et al. 2015; from Project Tiger Directorate,
217,1,1,Mammal,Artiodactyla,Axis axis,53000,1.3363E-05,"Bandhavgarh National Park, India; 1993",Herbivore,Eutherian,Axis,Hatton et al. 2015; from Project Tiger Directorate,
218,1,1,Mammal,Artiodactyla,Axis axis,53000,1.44766E-05,"Bandhavgarh National Park, India; 1994",Herbivore,Eutherian,Axis,Hatton et al. 2015; from Project Tiger Directorate,
219,1,1,Mammal,Artiodactyla,Axis axis,53000,1.49221E-05,"Bandhavgarh National Park, India; 1991",Herbivore,Eutherian,Axis,Hatton et al. 2015; from Project Tiger Directorate,
220,1,1,Mammal,Artiodactyla,Axis axis,53000,1.50217E-05,"Palamau Tiger Reserve, India; 1993",Herbivore,Eutherian,Axis,Hatton et al. 2015; from Project Tiger Directorate,
221,1,1,Mammal,Artiodactyla,Axis axis,53000,1.51065E-05,"Palamau Tiger Reserve, India; 1994",Herbivore,Eutherian,Axis,Hatton et al. 2015; from Project Tiger Directorate,
222,1,1,Mammal,Artiodactyla,Axis axis,53000,1.55902E-05,"Bandhavgarh National Park, India; 1995",Herbivore,Eutherian,Axis,Hatton et al. 2015; from Project Tiger Directorate,
223,1,1,Mammal,Artiodactyla,Axis axis,53000,1.564E-05,"Palamau Tiger Reserve, India; 1995",Herbivore,Eutherian,Axis,Hatton et al. 2015; from Project Tiger Directorate,
224,1,1,Mammal,Artiodactyla,Axis axis,53000,1.58953E-05,"Bandhavgarh National Park, India; 1997",Herbivore,Eutherian,Axis,Hatton et al. 2015; from Project Tiger Directorate,
225,1,1,Mammal,Artiodactyla,Axis axis,53000,1.58953E-05,"Bandhavgarh National Park, India; 1998",Herbivore,Eutherian,Axis,Hatton et al. 2015; from Project Tiger Directorate,
226,1,1,Mammal,Artiodactyla,Axis axis,53000,1.59666E-05,"Bandhavgarh National Park, India; 1989",Herbivore,Eutherian,Axis,Hatton et al. 2015; from Project Tiger Directorate,
227,1,1,Mammal,Artiodactyla,Axis axis,53000,1.64811E-05,"Bandhavgarh National Park, India; 1996",Herbivore,Eutherian,Axis,Hatton et al. 2015; from Project Tiger Directorate,
228,1,1,Mammal,Artiodactyla,Axis axis,53000,1.92575E-05,"Kanha National Park, India; 1995",Herbivore,Eutherian,Axis,Hatton et al. 2015; from Project Tiger Directorate,
229,1,1,Mammal,Artiodactyla,Axis axis,53000,1.92851E-05,"Bandhavgarh National Park, India; 1990",Herbivore,Eutherian,Axis,Hatton et al. 2015; from Project Tiger Directorate,
230,1,1,Mammal,Artiodactyla,Axis axis,53000,1.93613E-05,"Sunderbans Tiger Reserve, India; 1992",Herbivore,Eutherian,Axis,Hatton et al. 2015; from Project Tiger Directorate,
231,1,1,Mammal,Artiodactyla,Axis axis,53000,2.10638E-05,"Kanha National Park, India; 1997",Herbivore,Eutherian,Axis,Hatton et al. 2015; from Project Tiger Directorate,
232,1,1,Mammal,Artiodactyla,Axis axis,53000,2.15426E-05,"Kanha National Park, India; 1998",Herbivore,Eutherian,Axis,Hatton et al. 2015; from Project Tiger Directorate,
233,1,1,Mammal,Artiodactyla,Axis axis,53000,2.31032E-05,"Kanha National Park, India; 1994",Herbivore,Eutherian,Axis,Hatton et al. 2015; from Project Tiger Directorate,
234,1,1,Mammal,Artiodactyla,Axis axis,53000,2.41994E-05,"Corbett Tiger Reserve, India; 1995",Herbivore,Eutherian,Axis,Hatton et al. 2015; from Project Tiger Directorate,
235,1,1,Mammal,Artiodactyla,Axis axis,53000,2.41994E-05,"Corbett Tiger Reserve, India; 1997",Herbivore,Eutherian,Axis,Hatton et al. 2015; from Project Tiger Directorate,
236,1,1,Mammal,Artiodactyla,Axis axis,53000,2.76914E-05,"Corbett Tiger Reserve, India; 1993",Herbivore,Eutherian,Axis,Hatton et al. 2015; from Project Tiger Directorate,
237,1,1,Mammal,Artiodactyla,Axis porcinus,31000,0.000035,Unknown,Herbivore,Eutherian,Axis,Eisenberg 1976; in Damuth 1987 (Ref: 184),
238,1,1,Mammal,Artiodactyla,Axis porcinus,27000,2.2138E-07,"Corbett Tiger Reserve, India; 1993",Herbivore,Eutherian,Axis,Hatton et al. 2015; from Project Tiger Directorate,
239,1,1,Mammal,Artiodactyla,Axis porcinus,27000,2.22896E-07,"Corbett Tiger Reserve, India; 1995",Herbivore,Eutherian,Axis,Hatton et al. 2015; from Project Tiger Directorate,
240,1,1,Mammal,Artiodactyla,Axis porcinus,27000,2.98103E-07,"Buxa Tiger Reserve, India; 1995",Herbivore,Eutherian,Axis,Hatton et al. 2015; from Project Tiger Directorate,
241,1,1,Mammal,Artiodactyla,Axis porcinus,27000,3.61638E-07,"Corbett Tiger Reserve, India; 1997",Herbivore,Eutherian,Axis,Hatton et al. 2015; from Project Tiger Directorate,
242,1,1,Mammal,Artiodactyla,Bison bison,551000,0.00000032,Unknown,Herbivore,Eutherian,Bison,"Fuller 1950; Fuller 1961; in Damuth 1987 (Ref: 235, 236)",
243,1,1,Mammal,Artiodactyla,Bison bison,420000,0.000000153,Northern Alberta; 1979,Herbivore,Eutherian,Bison,Oosenbrug and Carbyn 1982; cited in Fuller 1989,
244,1,1,Mammal,Artiodactyla,Bison bonasus,850000,0.000001,Unknown,Herbivore,Eutherian,Bison,"Borowski 1967; Krasinski 1967; Krasinski 1978; in Damuth 1987 (Ref: 64, 373, 374 )",
